v1,v2,,,
ham,Yes see ya not on the dot,,,
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,,,
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,,,
ham,"Total disappointment, when I texted you was the craziest shit got :(",,,
ham,In the end she might still vomit but its okay. Not everything will come out.,,,
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",,,
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",,,
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,
ham,"Hi elaine, is today's meeting confirmed?",,,
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,,,
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,,,
ham,Well. Im computerless. Time to make some oreo truffles,,,
ham,What he said is not the matter. My mind saying some other matter is there.,,,
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,,,
ham,Love you aathi..love u lot..,,,
ham,No dear i do have free messages without any recharge. Hi hi hi,,,
ham,Oh. U must have taken your REAL Valentine out shopping first.,,,
ham,Your daily text from me ÛÒ a favour this time,,,
ham,"That's fine, I'll bitch at you about it later then",,,
ham,Can not use foreign stamps in this country.,,,
ham,Wewa is 130. Iriver 255. All 128 mb.,,,
ham,Yeah jay's sort of a fucking retard,,,
ham,Also maaaan are you missing out,,,
ham,Carlos'll be here in a minute if you still need to buy,,,
ham,Another month. I need chocolate weed and alcohol.,,,
ham,Surely result will offer:),,,
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",,,
ham,Don know. I did't msg him recently.,,,
ham,Not to worry. I'm sure you'll get it.,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,,,
ham,I'm at work. Please call,,,
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",,,
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,,,
ham,K come to nordstrom when you're done,,,
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",,,
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,,,
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",,,
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,,,
ham,Have you finished work yet? :),,,
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,,,
ham,Is there any training tomorrow?,,,
ham,Huh means computational science... Y they like dat one push here n there...,,,
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,,,
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",,,
ham,Que pases un buen tiempo or something like that,,,
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
ham,Aight do you still want to get money,,,
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,,,
ham,Not a drop in the tank,,,
ham,"Hey babe, my friend had to cancel, still up for a visit ?",,,
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,,,
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,,,
ham,Please ask mummy to call father,,,
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",,,
ham,I anything lor...,,,
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",,,
ham,Well its not like you actually called someone a punto. That woulda been worse.,,,
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""," that's the tiny street where the parking lot is""",,
ham,And several to you sir.,,,
ham,"IÛ÷ll leave around four, ok?",,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
ham,Boooo you always work. Just quit.,,,
ham,I am in a marriage function,,,
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",,,
ham,I think i am disturbing her da,,,
ham,We have all rounder:)so not required:),,,
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,,,
ham,No message..no responce..what happend?,,,
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",,,
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",,,
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,,,
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,,,
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",,,
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,,,
ham,Ok,,,
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...,,,
ham,Ok...,,,
ham,I accidentally brought em home in the box,,,
ham,Carry on not disturbing both of you,,,
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,,,
ham,Mm so you asked me not to call radio,,,
ham,"Sorry, I'll call later ok bye",,,
ham,Arun can u transfr me d amt,,,
ham,I am taking you for italian food. How about a pretty dress with no panties? :),,,
ham,"No, I was trying it all weekend ;V",,,
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,,,
ham,When you are big..| God will bring success.,,,
ham,How are you. Wish you a great semester,,,
ham,O i played smash bros  &lt;#&gt;  religiously.,,,
ham,Please tell me you have some of that special stock you were talking about,,,
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,,,
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,,,
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",,,
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,,,
ham,U're welcome... Caught u using broken english again...,,,
ham,There is no sense in my foot and penis.,,,
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,,,
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,,,
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,,,
ham,Double eviction this week - Spiral and Michael and good riddance to them!,,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",,,
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
ham,How. Its a little difficult but its a simple way to enter this place,,,
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,,,
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,,,
ham,ÌÏ go home liao? Ask dad to pick me up at 6...,,,
ham,K.k:)when are you going?,,,
ham,What happened in interview?,,,
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,,,
ham,You do your studies alone without anyones help. If you cant no need to study.,,,
ham,Happy new year to u too!,,,
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",,,
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,,,
ham,And he's apparently bffs with carly quick now,,,
ham,"Aight will do, thanks again for comin out",,,
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",,,
ham,If I was I wasn't paying attention,,,
ham,Then what about further plan?,,,
ham,What is your record for one night? :),,,
ham,Yeah it's jus rite...,,,
ham,Yes. Rent is very expensive so its the way we save.,,,
ham,Havent shopping now lor i juz arrive only,,,
ham,I dunno lei... Like dun haf...,,,
ham,What is important is that you prevent dehydration by giving her enough fluids,,,
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,,,
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,,,
ham,Why are u up so early?,,,
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,,,
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,,,
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,
ham,You getting back any time soon?,,,
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,,,
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",,,
ham,"Just looked it up and addie goes back Monday, sucks to be her",,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,
ham,Cos darren say Ì_ considering mah so i ask Ì_...,,,
ham,I am on the way to ur home,,,
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,,,
ham,O shore are you takin the bus,,,
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,,,
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,,,
ham,"Sorry, I'll call later",,,
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",,,
ham,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,,,
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,,,
ham,Ok.ok ok..then..whats ur todays plan,,,
ham,He telling not to tell any one. If so treat for me hi hi hi,,,
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,,,
ham,But i have to. I like to have love and arrange.,,,
ham,I'm going 2 orchard now laready me reaching soon. U reaching?,,,
ham,Why you keeping me away like this,,,
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,,,
ham,Dear good morning how you feeling dear,,,
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",,,
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,,,
ham,Package all your programs well,,,
ham,No..he joined today itself.,,,
ham,Sorry i'm not free...,,,
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",,,
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,,,
ham,What time you think you'll have it? Need to know when I should be near campus,,,
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,,,
ham,"Didn't try, g and I decided not to head out",,,
ham,Ok lor. Msg me b4 u call.,,,
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",,,
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,,,
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,,,
ham,Was the actual exam harder than NBME,,,
ham,Yup no more already... Thanx 4 printing n handing it up.,,,
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",,,
ham,Wat u doing there?,,,
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,,,
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",,,
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",,,
ham,"K I'll head out in a few mins, see you there",,,
ham,Anything lar then Ì_ not going home 4 dinner?,,,
ham,"Ya, told..she was asking wats matter?",,,
ham,Genius what's up. How your brother. Pls send his number to my skype.,,,
ham,If u sending her home first it's ok lor. I'm not ready yet.,,,
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,,,
ham,Pls accept me for one day. Or am begging you change the number.,,,
ham,K..u also dont msg or reply to his msg..,,,
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,,,
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",,,
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,,,
ham,Sorry . I will be able to get to you. See you in the morning.,,,
ham,U dun say so early hor... U c already then say...,,,
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",,,
ham,"&lt;#&gt; , that's all? Guess that's easy enough",,,
ham,Short But Cute: \Be a good person," but dont try to prove it..\"" .Gud noon....""",,
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",,,
ham,Well boy am I glad G wasted all night at applebees for nothing,,,
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",,,
ham,K sure am in my relatives home. Sms me de. Pls:-),,,
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,,,
ham,Yes princess! I want to make you happy...,,,
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",,,
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",,,
ham,Gud ni8.swt drms.take care,,,
ham,"Just making dinner, you ?",,,
ham,I dont want to hear anything,,,
ham,Its not that time of the month nor mid of the time?,,,
ham,Can Ì_ send me a copy of da report?,,,
ham,Yes. I come to nyc for audiitions and am trying to relocate.,,,
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,,,
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,,,
ham,There the size of elephant tablets & u shove um up ur ass!!,,,
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,,,
ham,Well that must be a pain to catch,,,
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",,,
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,,,
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,
ham,Glad to see your reply.,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,,,
ham,Headin towards busetop,,,
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!",,,
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,,,
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,,,
ham,That's a shame! Maybe cld meet for few hrs tomo?,,,
ham,"They can try! They can get lost, in fact. Tee hee",,,
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,,,
ham,S:)8 min to go for lunch:),,,
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,,,
ham,Alright i have a new goal now,,,
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,,,
ham,\SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY," ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...\""""",
ham,Oh that was a forwarded message. I thought you send that to me,,,
ham,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",,,
ham,No did you check? I got his detailed message now,,,
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,,,
ham,Have you heard from this week?,,,
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,,,
ham,Thanx 4 sending me home...,,,
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,,,
ham,We can make a baby in yo tho,,,
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,,,
ham,Friends that u can stay on fb chat with,,,
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",,,
ham,What's the significance?,,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,Stupid.its not possible,,,
ham,S but not able to sleep.,,,
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,,,
ham,ÌÏ bot notes oredi... Cos i juz rem i got...,,,
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",,,
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,,,
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",,,
ham,In e msg jus now. U said thanks for gift.,,,
ham,Then Ì_ come n pick me at 530 ar?,,,
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",,,
ham,Text her. If she doesnt reply let me know so i can have her log in,,,
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,,,
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,,,
ham,K k :-):-) then watch some films.,,,
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,,,
ham,My uncles in Atlanta. Wish you guys a great semester.,,,
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,,,
ham,Did u fix the teeth?if not do it asap.ok take care.,,,
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,,,
ham,Ok i go change also...,,,
ham,Ok i also wan 2 watch e 9 pm show...,,,
ham,"Sorry, I'll call later",,,
ham,Ugh just got outta class,,,
ham,No management puzzeles.,,,
ham,"K, if u bored up just come to my home..",,,
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,,,
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,,,
ham,I'm job profile seems like bpo..,,,
ham,Ranjith cal drpd Deeraj and deepak 5min hold,,,
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,,,
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,,,
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,"IåÕL CALL U\""""",
ham,Mm have some kanji dont eat anything heavy ok,,,
ham,Sorry me going home first... Daddy come fetch Ì_ later...,,,
ham,I'm e person who's doing e sms survey...,,,
ham,No. She's currently in scotland for that.,,,
ham,ÌÏ still attending da talks?,,,
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,,,
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",,,
ham,Hello! Good week? Fancy a drink or something later?,,,
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",,,
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",,,
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",,,
ham,Cuz ibored. And don wanna study,,,
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,,,
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),,,
ham,Company is very good.environment is terrific and food is really nice:),,,
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,,,
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,,,
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,,,
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,,,
ham,I'll probably be around mu a lot,,,
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,,,
ham,Boy you best get yo ass out here quick,,,
ham,Cos i want it to be your thing,,,
ham,Going for dinner.msg you after.,,,
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",,,
ham,Should I head straight there or what,,,
ham,Cheers for the card ... Is it that time of year already?,,,
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,,,
ham,Well you told others you'd marry them...,,,
ham,My uncles in Atlanta. Wish you guys a great semester.,,,
ham,Now project pa. After that only i can come.,,,
ham,Yes. Last  practice,,,
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,,,
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",,,
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",,,
ham,Those ducking chinchillas,,,
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,,,
ham,S.i'm watching it in live..,,,
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,,,
ham,I just lov this line: \Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But," Never comfort me with a lie\"" gud ni8 and sweet dreams"""
ham,I sent your maga that money yesterday oh.,,,
